2018-11-26 09-AM,BTCUSD,3924.54,3950,3843.94,3891.53,1113.49,4343988.2
2018-11-26 08-AM,BTCUSD,3973.3,3982.53,3855,3924.54,1672.9,6551442.79
2018-11-26 07-AM,BTCUSD,4045.4,4049.54,3967.89,3973.3,516.02,2068950.69
2018-11-26 06-AM,BTCUSD,3970.17,4069.59,3957.21,4045.4,1051.45,4227565.74
2018-11-26 05-AM,BTCUSD,3931.35,3994,3903.01,3970.17,494.16,1953901.16
2018-11-26 04-AM,BTCUSD,3981.3,3982.63,3910,3931.35,578.6,2278876.44
2018-11-26 03-AM,BTCUSD,3963.65,4000.61,3944.96,3981.3,429.73,1707535.31
2018-11-26 02-AM,BTCUSD,3945.06,3975.63,3903,3963.65,361.64,1422484.56
2018-11-26 01-AM,BTCUSD,3994.99,4000.39,3920.7,3945.06,506.8,2004365.67
2018-11-26 12-AM,BTCUSD,3938.89,4043.76,3930.04,3994.99,884.71,3537378.45
2018-11-25 11-PM,BTCUSD,3953.81,3981.76,3911.72,3938.89,1133.18,4482001.89
2018-11-25 10-PM,BTCUSD,4047.53,4091.53,3941.13,3953.81,1148.1,4628333.92
2018-11-25 09-PM,BTCUSD,3926.73,4120,3892.23,4047.53,2087.63,8345169.92
2018-11-25 08-PM,BTCUSD,3790.11,4010.62,3773.96,3926.73,1804.45,7058724.42
2018-11-25 07-PM,BTCUSD,3694.66,3863.18,3694.66,3790.11,1142.39,4341522.37
2018-11-25 06-PM,BTCUSD,3671.89,3740,3671.89,3694.66,726.14,2689123.2
2018-11-25 05-PM,BTCUSD,3709.83,3725.47,3630.03,3671.89,626.11,2297156.69
2018-11-25 04-PM,BTCUSD,3726.95,3756.83,3671.65,3709.83,622.36,2313537.9
2018-11-25 03-PM,BTCUSD,3804.08,3805.99,3684.19,3726.95,886.39,3314368.54
2018-11-25 02-PM,BTCUSD,3821.07,3837.14,3780.73,3804.08,496.79,1888401.99
2018-11-25 01-PM,BTCUSD,3781.59,3882.51,3755.57,3821.07,889.76,3394216.51
2018-11-25 12-PM,BTCUSD,3779.7,3834.28,3721.47,3781.59,1155.93,4365895.04
2018-11-25 11-AM,BTCUSD,3649.24,3931.3,3649.24,3779.7,2538.92,9683817.55
2018-11-25 10-AM,BTCUSD,3608.2,3665.84,3474.73,3649.24,2620.86,9295420.5
2018-11-25 09-AM,BTCUSD,3681.95,3691.97,3589.43,3608.2,811.06,2944790.98
2018-11-25 08-AM,BTCUSD,3711.13,3725.2,3678.81,3681.95,664.49,2456549.14
2018-11-25 07-AM,BTCUSD,3649,3721.17,3648.79,3711.13,573.9,2116273.31
2018-11-25 06-AM,BTCUSD,3663.39,3702.64,3640.17,3649,482.42,1770103.08
2018-11-25 05-AM,BTCUSD,3634.97,3676.78,3607.02,3663.39,799.33,2911807.45
2018-11-25 04-AM,BTCUSD,3644.77,3702.62,3600.11,3634.97,776.08,2831256.13
2018-11-25 03-AM,BTCUSD,3743.28,3755.61,3611,3644.77,2032.81,7453879.12
2018-11-25 02-AM,BTCUSD,3781.3,3787.28,3692,3743.28,891.37,3332320.41
2018-11-25 01-AM,BTCUSD,3775.56,3812.09,3749.8,3781.3,783.51,2969047.94
2018-11-25 12-AM,BTCUSD,3785.65,3824.64,3739.8,3775.56,1275.99,4825572.08
